customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
XE65072,Oregon,6633,No,Extended,College,2011-01-11,Employed,M,63483,Rural,Married,83,4,84,0,3,Personal Auto,Personal L1,Offer2,Branch,85,Four-Door Car,Medsize,A,1
YX84828,Oregon,5079,No,Basic,Bachelor,2011-01-24,Unemployed,F,0,Suburban,Married,68,6,95,0,5,Personal Auto,Personal L3,Offer2,Agent,326,Two-Door Car,Small,A,1
RB79317,Arizona,3059,No,Extended,Bachelor,2011-01-30,Unemployed,F,0,Rural,Married,83,29,52,0,1,Personal Auto,Personal L2,Offer3,Agent,197,Two-Door Car,Medsize,A,1
OU76593,Oregon,6912,No,Extended,College,2011-01-21,Unemployed,M,0,Suburban,Married,96,11,55,0,5,Personal Auto,Personal L3,Offer2,Agent,460,Four-Door Car,Medsize,A,1
LV57595,California,5181,Yes,Basic,Master,2011-02-03,Employed,F,97131,Suburban,Married,64,5,80,0,6,Corporate Auto,Corporate L3,Offer2,Agent,307,Four-Door Car,Small,A,2
XK83294,California,7486,No,Basic,High School or Below,2011-01-27,Employed,F,38725,Suburban,Single,64,12,58,0,2,Corporate Auto,Corporate L1,Offer1,Agent,307,Two-Door Car,Medsize,A,1
EV46476,California,8084,No,Basic,Bachelor,2011-02-16,Disabled,M,20169,Suburban,Married,112,35,81,1,3,Personal Auto,Personal L3,Offer1,Web,537,SUV,Small,A,2
IA11644,California,20604,No,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Single,72,8,61,1,2,Special Auto,Special L3,Offer3,Branch,723,Two-Door Car,Medsize,A,2
YT36855,California,2981,No,Extended,College,2011-02-24,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal Auto,Personal L2,Offer3,Web,582,Two-Door Car,Medsize,A,2
LW64678,California,51016,No,Premium,Master,2011-02-19,Employed,F,25167,Urban,Married,140,3,76,0,2,Personal Auto,Personal L3,Offer2,Agent,422,SUV,Small,A,2
CI38330,Washington,2549,No,Basic,Bachelor,2011-02-12,Employed,M,72217,Rural,Married,64,13,15,0,1,Personal Auto,Personal L2,Offer2,Branch,91,Four-Door Car,Medsize,A,2
TW45475,Nevada,8556,No,Extended,College,2011-01-09,Unemployed,M,0,Suburban,Married,124,7,2,3,6,Personal Auto,Personal L3,Offer1,Branch,595,SUV,Small,A,1
CA62597,California,7482,No,Basic,Bachelor,2011-02-25,Unemployed,F,0,Suburban,Married,101,17,20,0,3,Corporate Auto,Corporate L2,Offer1,Agent,978,SUV,Medsize,A,2
JA41698,Nevada,3099,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Single,102,18,32,5,1,Corporate Auto,Corporate L2,Offer2,Call Center,862,SUV,Medsize,A,1
KU42210,Arizona,14666,No,Basic,Bachelor,2011-01-27,Unemployed,M,0,Suburban,Single,61,0,31,0,2,Corporate Auto,Corporate L2,Offer1,Branch,439,Four-Door Car,Small,A,1
ZU63258,California,3549,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Married,100,27,32,1,1,Personal Auto,Personal L3,Offer2,Agent,480,SUV,Medsize,A,1
MP53505,Washington,5500,No,Extended,High School or Below,2011-02-11,Employed,F,86073,Rural,Married,136,3,32,0,1,Corporate Auto,Corporate L3,Offer4,Agent,333,Luxury,Medsize,A,2
SH51981,Washington,5246,No,Basic,College,2011-02-21,Employed,M,70301,Suburban,Divorced,67,7,43,0,7,Personal Auto,Personal L2,Offer3,Agent,328,Four-Door Car,Small,A,2
BR77413,Arizona,4686,Yes,Basic,College,2011-02-12,Employed,M,58089,Suburban,Married,118,31,83,0,1,Personal Auto,Personal L3,Offer1,Agent,566,SUV,Medsize,A,2
TO12347,California,5534,No,Basic,Bachelor,2011-02-05,Disabled,M,16101,Suburban,Divorced,74,16,10,0,3,Personal Auto,Personal L2,Offer3,Call Center,437,Four-Door Car,Small,A,2
XA63646,California,4654,No,Premium,Master,2011-01-07,Employed,F,81883,Urban,Married,114,15,40,0,1,Personal Auto,Personal L3,Offer2,Branch,376,Four-Door Car,Medsize,A,1
LD20926,Arizona,18892,No,Extended,Bachelor,2011-01-31,Unemployed,F,0,Suburban,Single,92,34,39,1,2,Personal Auto,Personal L2,Offer1,Call Center,441,Two-Door Car,Large,A,1
LX33054,California,6758,No,Basic,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Single,191,22,38,0,1,Personal Auto,Personal L2,Offer3,Web,2042,Luxury,Medsize,A,2
AK44985,California,3853,No,Basic,College,2011-02-23,Unemployed,F,0,Suburban,Single,110,13,3,0,1,Personal Auto,Personal L2,Offer1,Agent,792,SUV,Large,A,2
YU39743,Oregon,16159,No,Extended,College,2011-01-30,Employed,M,29593,Suburban,Married,137,15,52,0,2,Personal Auto,Personal L3,Offer1,Call Center,657,Luxury,Medsize,A,1
RN98239,California,7519,Yes,Extended,High School or Below,2011-02-20,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L1,Offer1,Agent,185,Four-Door Car,Medsize,A,2
EB59129,Oregon,2595,No,Basic,Bachelor,2011-02-18,Employed,F,47234,Rural,Married,65,11,34,0,1,Personal Auto,Personal L2,Offer1,Agent,15,Four-Door Car,Medsize,A,2
CH85057,Oregon,11463,No,Premium,Doctor,2011-01-15,Employed,F,45354,Rural,Married,285,5,51,0,1,Personal Auto,Personal L3,Offer4,Agent,540,Luxury,Medsize,A,1
NY90858,California,6765,No,Extended,College,2011-02-24,Employed,M,59034,Urban,Married,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378,Four-Door Car,Medsize,A,2
NR99710,Arizona,4792,No,Basic,High School or Below,2011-01-12,Disabled,F,24395,Suburban,Married,62,35,99,0,3,Personal Auto,Personal L2,Offer1,Branch,357,Two-Door Car,Medsize,A,1
AR25213,Arizona,7282,No,Basic,High School or Below,2011-01-31,Employed,M,40858,Suburban,Married,184,10,62,0,1,Personal Auto,Personal L3,Offer3,Agent,883,Luxury,Large,A,1
LS92540,California,4111,No,Basic,College,2011-01-29,Employed,F,32210,Suburban,Divorced,103,16,97,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,494,SUV,Large,A,1
LR49944,Nevada,2744,No,Basic,Doctor,2011-02-25,Employed,F,35159,Rural,Married,68,0,73,0,1,Personal Auto,Personal L3,Offer1,Agent,150,Two-Door Car,Large,A,2
DW14769,Arizona,3920,No,Premium,High School or Below,2011-02-04,Unemployed,F,0,Suburban,Married,108,2,55,1,1,Personal Auto,Personal L3,Offer3,Branch,525,Two-Door Car,Large,A,2
JB20173,California,10391,No,Extended,Bachelor,2011-02-04,Employed,M,81439,Rural,Single,90,25,40,1,2,Personal Auto,Personal L2,Offer2,Call Center,108,Two-Door Car,Medsize,A,2
MB60322,California,5332,No,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32,30,0,7,Special Auto,Special L2,Offer2,Branch,309,Four-Door Car,Medsize,A,2
OF49789,Oregon,5121,No,Extended,College,2011-02-15,Employed,F,57161,Suburban,Married,127,20,92,0,1,Personal Auto,Personal L1,Offer1,Agent,609,Luxury,Medsize,A,2
VO25602,Nevada,7610,No,Extended,College,2011-02-06,Employed,F,98701,Rural,Married,94,22,66,0,3,Personal Auto,Personal L1,Offer1,Branch,79,Four-Door Car,Small,A,2
IP52990,Oregon,16794,No,Basic,High School or Below,2011-02-24,Employed,F,38399,Urban,Married,106,15,6,0,2,Personal Auto,Personal L3,Offer2,Web,368,SUV,Medsize,A,2
EQ69638,Washington,5107,No,Extended,College,2011-01-15,Unemployed,M,0,Suburban,Single,77,2,71,0,9,Personal Auto,Personal L3,Offer3,Branch,554,Four-Door Car,Small,A,1
SD62061,Oregon,5810,No,Basic,High School or Below,2011-02-17,Employed,F,24860,Suburban,Married,73,2,35,0,8,Personal Auto,Personal L2,Offer4,Web,350,Four-Door Car,Medsize,A,2
VW84197,Oregon,21941,No,Basic,Bachelor,2011-02-20,Employed,F,26378,Rural,Married,70,15,79,0,2,Personal Auto,Personal L3,Offer2,Branch,147,Four-Door Car,Medsize,A,2
JR41742,California,3622,No,Basic,College,2011-01-25,Unemployed,M,0,Suburban,Single,108,23,52,0,1,Corporate Auto,Corporate L3,Offer1,Branch,1254,SUV,Medsize,A,1
MF18493,California,17497,Yes,Basic,College,2011-02-28,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L1,Offer1,Agent,350,Two-Door Car,Medsize,A,2
AY35539,Oregon,2530,Yes,Basic,Bachelor,2011-01-21,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L2,Offer2,Web,61,Four-Door Car,Medsize,A,1
LW93867,Oregon,4812,No,Basic,College,2011-01-03,Medical Leave,M,16531,Rural,Married,63,0,40,0,4,Corporate Auto,Corporate L1,Offer1,Web,102,Four-Door Car,Medsize,A,1
QI31659,California,16953,No,Basic,Bachelor,2011-02-26,Employed,F,76797,Urban,Single,71,22,2,0,2,Personal Auto,Personal L3,Offer2,Call Center,234,Four-Door Car,Medsize,A,2
YQ15567,Oregon,9034,No,Basic,Bachelor,2011-01-04,Medical Leave,F,18846,Suburban,Married,115,16,84,0,3,Personal Auto,Personal L2,Offer1,Agent,552,SUV,Small,A,1
MS41162,Arizona,4022,No,Basic,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Single,117,6,1,0,1,Personal Auto,Personal L3,Offer1,Agent,975,SUV,Medsize,A,1
GW77328,Oregon,5214,No,Basic,Doctor,2011-02-03,Employed,M,69991,Rural,Married,65,27,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,4,Four-Door Car,Medsize,A,2
TP96247,Oregon,4099,No,Basic,High School or Below,2011-02-09,Medical Leave,F,18606,Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Offer3,Agent,568,SUV,Medsize,A,2
WO81184,California,5052,No,Basic,Bachelor,2011-01-14,Employed,M,34645,Urban,Single,69,1,2,3,5,Special Auto,Special L3,Offer3,Agent,220,Two-Door Car,Large,A,1
YG68142,Oregon,5864,No,Basic,High School or Below,2011-02-11,Employed,F,72032,Suburban,Married,72,10,73,0,4,Personal Auto,Personal L2,Offer2,Web,438,Four-Door Car,Medsize,A,2
RR37482,Washington,23055,No,Premium,High School or Below,2011-01-26,Employed,M,41727,Rural,Married,117,18,84,1,2,Personal Auto,Personal L2,Offer1,Agent,82,Four-Door Car,Medsize,A,1
HE85298,California,4384,No,Basic,High School or Below,2011-01-07,Employed,F,32272,Rural,Married,110,6,5,0,1,Corporate Auto,Corporate L3,Offer2,Branch,6,SUV,Medsize,A,1
QM39493,California,3499,No,Extended,High School or Below,2011-01-23,Disabled,M,16711,Suburban,Married,91,29,50,1,1,Personal Auto,Personal L3,Offer1,Call Center,580,Four-Door Car,Medsize,A,1
TE50227,Arizona,18898,No,Extended,College,2011-01-14,Unemployed,M,0,Suburban,Single,132,23,33,0,2,Personal Auto,Personal L1,Offer1,Agent,1405,SUV,Medsize,A,1
BM21532,Washington,6832,No,Extended,Bachelor,2011-01-26,Unemployed,F,0,Suburban,Married,93,7,90,1,5,Personal Auto,Personal L3,Offer1,Agent,446,Four-Door Car,Small,A,1
IC80537,California,2580,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L2,Offer2,Web,316,Four-Door Car,Medsize,A,2
DE18949,Oregon,16344,No,Basic,College,2011-01-16,Employed,F,57029,Rural,Married,68,24,97,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,135,Two-Door Car,Small,A,1
IR73545,Oregon,13727,Yes,Extended,College,2011-01-08,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal Auto,Personal L2,Offer1,Agent,604,SUV,Medsize,A,1
PY64219,California,13024,Yes,Extended,Master,2011-01-31,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L2,Offer1,Agent,900,SUV,Small,A,1
JP41935,Washington,13596,No,Basic,High School or Below,2011-02-10,Employed,M,20128,Suburban,Married,70,28,10,2,2,Personal Auto,Personal L2,Offer2,Branch,336,Four-Door Car,Medsize,A,2
SB61617,California,8935,No,Basic,Master,2011-01-30,Employed,M,39910,Suburban,Single,112,16,4,0,5,Personal Auto,Personal L2,Offer1,Call Center,561,SUV,Medsize,A,1
XX73066,Arizona,5261,No,Basic,Master,2011-02-02,Employed,M,43318,Rural,Married,66,35,28,0,5,Personal Auto,Personal L2,Offer2,Branch,48,Four-Door Car,Medsize,A,2
DE34457,Oregon,9416,No,Basic,Doctor,2011-01-22,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal Auto,Personal L3,Offer3,Call Center,481,SUV,Small,A,1
YB58778,California,5328,No,Basic,College,2011-01-30,Employed,F,81064,Rural,Single,70,20,4,4,3,Personal Auto,Personal L3,Offer1,Agent,42,Two-Door Car,Large,A,1
ZR84007,Arizona,7405,No,Basic,Bachelor,2011-01-05,Employed,M,58779,Suburban,Single,64,13,82,1,2,Personal Auto,Personal L1,Offer2,Branch,307,Four-Door Car,Medsize,A,1
WH36609,Arizona,6289,No,Extended,Bachelor,2011-01-05,Employed,F,24477,Suburban,Married,79,15,32,0,3,Personal Auto,Personal L3,Offer4,Call Center,379,Four-Door Car,Small,A,1
FV70604,California,5048,No,Premium,Bachelor,2011-02-04,Unemployed,F,0,Suburban,Single,142,10,51,0,1,Corporate Auto,Corporate L1,Offer1,Agent,880,SUV,Medsize,A,2
FV54537,California,13745,No,Basic,College,2011-01-10,Employed,M,40810,Suburban,Married,114,8,14,0,2,Personal Auto,Personal L2,Offer1,Branch,780,SUV,Medsize,A,1
EI85578,California,3837,No,Basic,Bachelor,2011-01-06,Unemployed,F,0,Rural,Married,106,15,30,0,1,Personal Auto,Personal L3,Offer3,Agent,117,SUV,Medsize,A,1
QD34785,Arizona,5678,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,0,Suburban,Married,76,15,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364,Four-Door Car,Small,A,1
UH93563,California,5306,No,Basic,College,2011-02-24,Employed,M,42871,Suburban,Married,67,2,13,0,6,Corporate Auto,Corporate L3,Offer3,Web,321,Four-Door Car,Small,A,2
KP10993,California,6273,Yes,Extended,College,2011-02-16,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L3,Offer1,Branch,412,Four-Door Car,Medsize,A,2
HU82227,Arizona,15638,No,Premium,College,2011-02-23,Employed,M,49214,Urban,Married,102,0,82,3,2,Corporate Auto,Corporate L2,Offer1,Agent,371,Four-Door Car,Medsize,A,2
CE94751,California,4568,No,Basic,College,2011-02-06,Unemployed,M,0,Suburban,Single,70,5,33,1,7,Personal Auto,Personal L3,Offer1,Branch,524,Two-Door Car,Medsize,A,2
WE68644,Oregon,3803,No,Basic,Bachelor,2011-01-26,Medical Leave,F,20325,Suburban,Married,100,4,6,0,1,Personal Auto,Personal L3,Offer1,Branch,668,Luxury,Medsize,A,1
RC62865,Oregon,3517,No,Extended,College,2011-01-23,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56,Four-Door Car,Medsize,A,1
YI68606,Oregon,2442,No,Basic,High School or Below,2011-02-12,Employed,F,75449,Rural,Divorced,61,3,31,0,1,Corporate Auto,Corporate L3,Offer3,Agent,130,Two-Door Car,Medsize,A,2
MS34991,Arizona,6832,No,Extended,High School or Below,2011-01-14,Employed,M,66627,Suburban,Married,85,32,55,0,8,Personal Auto,Personal L1,Offer2,Branch,733,Four-Door Car,Medsize,A,1
SQ54906,Oregon,2004,Yes,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316,Four-Door Car,Small,A,2
VU48786,Washington,5550,No,Basic,Master,2011-01-25,Employed,M,62219,Urban,Married,69,7,73,0,4,Personal Auto,Personal L3,Offer2,Branch,243,Two-Door Car,Small,A,1
AM29546,Oregon,5225,No,Basic,College,2011-02-09,Employed,M,57733,Suburban,Married,66,24,66,0,5,Personal Auto,Personal L2,Offer4,Call Center,393,Two-Door Car,Medsize,A,2
AZ95587,Arizona,10388,No,Extended,Bachelor,2011-01-11,Employed,F,61222,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,392,Four-Door Car,Small,A,1
OE19653,Oregon,3500,No,Extended,High School or Below,2011-02-26,Unemployed,F,0,Suburban,Married,93,4,63,0,1,Personal Auto,Personal L2,Offer4,Branch,446,Two-Door Car,Small,A,2
LR33381,Nevada,22041,No,Basic,Doctor,2011-02-18,Unemployed,M,0,Suburban,Married,65,11,15,0,2,Personal Auto,Personal L3,Offer3,Agent,312,Four-Door Car,Small,A,2
GM54859,Oregon,6051,No,Extended,High School or Below,2011-01-21,Unemployed,M,0,Suburban,Single,88,16,80,0,6,Personal Auto,Personal L2,Offer3,Agent,633,Two-Door Car,Large,A,1
FP51143,California,2130,No,Basic,College,2011-01-30,Unemployed,M,0,Suburban,Single,62,16,79,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446,Four-Door Car,Medsize,A,1
CB64729,Nevada,8417,No,Premium,Bachelor,2011-02-25,Employed,M,20215,Suburban,Single,112,10,8,0,7,Personal Auto,Personal L2,Offer4,Call Center,537,Four-Door Car,Medsize,A,2
NG56399,Arizona,8319,No,Basic,High School or Below,2011-01-07,Employed,M,61367,Suburban,Divorced,70,7,85,0,2,Personal Auto,Personal L2,Offer3,Branch,498,Two-Door Car,Medsize,A,1
HW99293,Arizona,2869,No,Basic,Bachelor,2011-01-21,Employed,M,21234,Suburban,Married,73,8,23,0,1,Personal Auto,Personal L3,Offer2,Agent,378,Four-Door Car,Medsize,A,1
AF36894,California,4392,No,Basic,Bachelor,2011-02-02,Employed,M,33640,Suburban,Married,113,20,20,0,1,Corporate Auto,Corporate L3,Offer4,Agent,542,SUV,Medsize,A,2
WZ63975,California,2423,No,Basic,High School or Below,2011-02-04,Medical Leave,F,22319,Suburban,Married,63,3,41,1,1,Personal Auto,Personal L3,Offer1,Agent,302,Two-Door Car,Small,A,2
DS46955,California,2919,No,Basic,Master,2011-01-02,Employed,F,41456,Urban,Married,73,11,19,0,1,Personal Auto,Personal L2,Offer4,Branch,257,Four-Door Car,Medsize,A,1
WP10197,Nevada,3933,Yes,Basic,High School or Below,2011-01-23,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674,SUV,Medsize,A,1
BU16704,Oregon,5880,No,Extended,High School or Below,2011-02-08,Unemployed,F,0,Suburban,Single,82,31,25,0,8,Personal Auto,Personal L1,Offer2,Branch,590,Four-Door Car,Large,A,2
IZ13533,Arizona,7912,No,Premium,Bachelor,2011-02-11,Unemployed,M,0,Suburban,Single,114,26,34,0,7,Personal Auto,Personal L3,Offer1,Branch,820,Two-Door Car,Large,A,2
GH31557,California,2684,No,Basic,High School or Below,2011-01-25,Employed,M,98121,Suburban,Divorced,67,22,49,0,1,Personal Auto,Personal L3,Offer2,Web,383,Two-Door Car,Small,A,1
KU23440,Oregon,6811,No,Basic,Master,2011-02-25,Unemployed,F,0,Suburban,Divorced,63,0,88,1,2,Personal Auto,Personal L1,Offer1,Branch,302,Four-Door Car,Small,A,2
QR21417,California,4462,Yes,Basic,Bachelor,2011-01-30,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350,Two-Door Car,Medsize,A,1
IP68868,California,3819,No,Premium,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Single,111,29,76,0,1,Personal Auto,Personal L2,Offer1,Branch,799,Two-Door Car,Small,A,1
JF57282,Nevada,4863,No,Extended,Bachelor,2011-01-13,Unemployed,M,0,Suburban,Married,137,25,45,0,1,Personal Auto,Personal L2,Offer2,Branch,657,SUV,Small,A,1
NT77164,Arizona,2744,No,Basic,Doctor,2011-02-09,Medical Leave,M,16686,Rural,Married,71,9,32,0,1,Personal Auto,Personal L2,Offer1,Agent,125,Four-Door Car,Medsize,A,2
JV89183,Oregon,9378,No,Premium,Bachelor,2011-01-30,Employed,M,51425,Urban,Married,119,32,66,0,3,Personal Auto,Personal L3,Offer1,Agent,560,Four-Door Car,Large,A,1
DH18269,Arizona,10614,No,Extended,College,2011-01-13,Medical Leave,M,16040,Suburban,Divorced,96,29,93,0,2,Personal Auto,Personal L3,Offer1,Branch,611,Two-Door Car,Medsize,A,1
DW62397,Oregon,22806,No,Basic,Master,2011-02-06,Retired,F,10337,Suburban,Married,67,16,56,0,2,Personal Auto,Personal L3,Offer2,Branch,321,Four-Door Car,Small,A,2
MP96373,Washington,5719,No,Basic,Master,2011-01-10,Employed,M,54585,Suburban,Married,71,33,39,1,3,Personal Auto,Personal L2,Offer3,Call Center,340,Four-Door Car,Medsize,A,1
ZU88029,Oregon,4064,No,Basic,Master,2011-02-28,Retired,F,26161,Suburban,Single,109,8,70,0,1,Personal Auto,Personal L3,Offer3,Branch,594,Four-Door Car,Medsize,A,2
MS11057,Oregon,9587,No,Premium,Bachelor,2011-01-31,Employed,M,84539,Rural,Married,119,15,71,0,4,Personal Auto,Personal L3,Offer1,Call Center,65,Four-Door Car,Medsize,A,1
BU71528,California,8053,No,Premium,College,2011-02-01,Disabled,M,17301,Suburban,Married,105,1,11,0,5,Personal Auto,Personal L1,Offer2,Call Center,638,Four-Door Car,Small,A,2
XV83643,California,5012,No,Extended,College,2011-01-24,Employed,M,20976,Suburban,Married,129,20,86,1,1,Personal Auto,Personal L3,Offer1,Agent,735,Luxury,Large,A,1
QM60216,Oregon,8906,No,Extended,College,2011-01-10,Employed,M,58718,Suburban,Single,226,11,0,0,1,Personal Auto,Personal L3,Offer1,Agent,1084,Luxury,Medsize,A,1
VZ56705,Oregon,8804,No,Basic,Bachelor,2011-02-25,Employed,M,38638,Suburban,Married,74,5,84,0,2,Personal Auto,Personal L2,Offer1,Agent,355,Four-Door Car,Medsize,A,2
KG16176,Washington,2434,No,Basic,College,2011-01-19,Unemployed,F,0,Urban,Married,66,30,34,0,1,Personal Auto,Personal L2,Offer1,Agent,167,Four-Door Car,Medsize,A,1
SP94430,California,7651,No,Basic,Bachelor,2011-01-13,Employed,F,53330,Urban,Single,65,8,57,0,2,Personal Auto,Personal L3,Offer1,Agent,224,Four-Door Car,Medsize,A,1
NB82190,Oregon,5278,No,Basic,College,2011-02-09,Employed,M,73742,Rural,Single,68,10,60,0,3,Personal Auto,Personal L1,Offer2,Branch,27,Two-Door Car,Medsize,A,2
CP38401,Oregon,8501,No,Extended,High School or Below,2011-01-31,Unemployed,M,0,Suburban,Single,136,20,98,3,6,Personal Auto,Personal L2,Offer1,Web,979,Luxury,Medsize,A,1
MR84659,California,10208,No,Extended,College,2011-02-14,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L3,Offer1,Branch,619,SUV,Medsize,A,2
GE26813,Arizona,4882,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Divorced,66,18,66,0,6,Personal Auto,Personal L3,Offer1,Call Center,475,Four-Door Car,Small,A,1
AO46433,California,8078,No,Premium,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Married,114,1,39,1,5,Personal Auto,Personal L2,Offer1,Branch,547,Four-Door Car,Medsize,A,1
OI29521,Oregon,10388,No,Extended,College,2011-01-10,Employed,F,33432,Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Offer1,Agent,161,Two-Door Car,Medsize,A,1
TS53809,California,7098,No,Basic,Bachelor,2011-02-07,Unemployed,M,0,Suburban,Single,70,18,99,0,2,Personal Auto,Personal L1,Offer1,Agent,349,Two-Door Car,Medsize,A,2
QM46642,California,2619,No,Basic,Bachelor,2011-01-16,Disabled,M,15587,Rural,Married,71,11,48,0,1,Special Auto,Special L1,Offer2,Agent,136,Two-Door Car,Medsize,A,1
BU53191,Arizona,8834,No,Basic,Bachelor,2011-02-02,Employed,F,34133,Rural,Divorced,111,0,72,0,7,Personal Auto,Personal L1,Offer1,Call Center,226,SUV,Small,A,2
TY31217,Washington,11009,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal Auto,Personal L3,Offer2,Agent,1358,Luxury,Medsize,A,1
